S|48502000|870|150|48589000|870
N|48761500|1180|150
S|48933000|1025|150|49020000|1025
S|49192000|840|150|49278000|840
N|49451500|1198|150
N|49623000|505|150
N|49796000|565|150
N|49965000|268|150
N|50137000|360|150
N|50313000|65|150
N|50399000|188|150
N|50485000|313|150
N|50571500|435|150
N|50657000|560|150
N|51503000|503|150
S|51261500|658|150|51347000|658
N|51520000|313|150
N|51692000|910|150
N|51865000|953|150
N|52037000|1193|150
N|52382000|565|150
N|52727000|1130|150
N|53071500|645|150
N|53241500|1050|150
N|53416000|793|150
N|53761500|638|150
N|53931500|585|150
N|54106000|515|150
N|54279000|428|150
N|54451500|785|150
N|54623000|368|150
N|54796000|848|150
N|54969000|308|150
N|55141500|903|150
N|55255000|710|150
N|55370000|650|150
N|55485000|728|150
N|55600000|870|150
N|55715000|985|150
N|55830000|1018|150
N|55945000|975|150
N|56060000|903|150
N|56175000|845|150
N|56290000|828|150
N|56405000|838|150
S|56520000|850|150|500|57150000
N|57209000|408|150
N|57551500|720|150
N|57899000|728|150
N|58072000|735|150
N|58241500|483|150
N|58416000|583|150
N|58589000|225|150
N|58761500|413|150
N|58931500|110|150
N|59278000|413|150
N|59451500|195|150
N|59623000|130|150
N|59796000|753|150
S|59968000|798|150|60051500|798
S|60227000|535|150|60313000|535
N|60485000|230|150
S|60658000|150|150|60741500|150
S|60916000|665|150|61503000|665
N|61175000|565|150
N|61347000|515|150
N|61433000|520|150
N|61519000|525|150
N|61605000|530|150
N|61692000|535|150
N|62037000|838|150
S|62296000|655|150|62382000|655
N|62551500|538|150
N|62727000|358|150
N|62899000|538|150
N|63072000|220|150
N|63416000|1060|150
N|63761500|220|150
N|64106000|898|150
N|64278000|383|150
S|64451500|1080|150|64796000|1080
S|65026000|1148|150|65141500|1148
S|65370000|583|150|65485000|583
S|65715000|650|150|65830000|650
S|66060000|373|150|66175000|373
N|66347000|278|150
N|66520000|390|150
N|66692000|643|150
N|66865000|843|150
N|66951500|910|150
N|67037000|958|150
N|67123000|978|150
N|67209000|970|150
N|67382000|643|150
N|67551500|1060|150
N|67899000|220|150
N|68241500|570|150
S|68416000|643|150|73329000|640
N|73415000|640|150
N|73501500|640|150
N|73587000|640|150
N|73673000|640|150
N|73760000|640|150
N|73846000|640|150
N|73932000|640|150
N|74018000|640|150
N|74101500|640|150
N|74191500|640|150
N|74277000|640|150
N|74363000|640|150
N|74451500|640|150
N|75485000|883|150
N|75657000|843|150
N|75830000|1078|150
N|76347000|1038|150
N|76861500|1145|150
N|77037000|998|150
N|77209000|1105|150
N|77382000|998|150
N|77551500|958|150
N|77726000|1185|150
N|77899000|805|150
N|78416000|845|150
N|78588000|765|150
N|78761500|958|150
N|78933000|615|150
N|79106000|805|150
N|79278000|573|150
N|79451500|415|150
N|79623000|535|150
N|79795000|765|150
N|79967000|790|150
N|80115000|615|150
N|80313000|940|150
N|80657000|685|150
N|81502000|468|150
S|81261500|765|150|81347000|765
N|81861500|833|150
N|82037000|698|150
N|82382000|1223|150
N|82726000|630|150
N|82899000|765|150
N|83071500|503|150
N|83241500|698|150
N|83416000|725|150
N|83588000|543|150
N|83761500|938|150
N|83933000|503|150
N|84106000|1103|150
N|84278000|873|150
N|84451500|575|150
N|84623000|368|150
N|84795000|238|150
N|84968000|143|150
N|85115000|93|150
N|85313000|68|150
N|85485000|60|150
N|85830000|1220|150
N|86002000|1055|150
N|86175000|1190|150
N|86519000|690|150
N|86861500|718|150
N|87037000|510|150
N|87209000|295|150
N|87382000|145|150
N|87551500|418|150
N|87726000|415|150
N|87813000|415|150
N|87899000|415|150
N|88071500|868|150
N|88241500|325|150
S|88416000|640|150|88588000|640
N|88761500|955|150
N|88933000|325|150
N|89278000|255|150
N|89623000|393|150
N|89795000|325|150
N|89968000|630|150
N|90115000|458|150
N|90313000|565|150
N|90485000|803|150
N|90658000|393|150
N|90830000|325|150
N|91502000|868|150
S|91261500|803|150|91347000|803
N|91519000|1070|150
N|91692000|628|150
S|91951500|515|150|92037000|515
N|92209000|870|150
N|92382000|333|150
S|92615000|245|150|92726000|245
N|92899000|628|150
N|93071500|0|150
N|93416000|753|150
N|93761500|245|150
N|93933000|95|150
N|94106000|65|150
N|94278000|153|150
N|94451500|340|150
N|94623000|565|150
N|94795000|783|150
N|94968000|938|150
N|95115000|1505|150
N|95313000|968|150
N|95485000|840|150
N|95657000|660|150
N|95830000|465|150
N|96002000|298|150
N|96175000|198|150
S|96348000|175|150|99000000|175
N|99279000|368|150
N|99451500|840|150
N|99537000|840|150
N|99623000|840|150
N|99796000|913|150
N|99968000|440|150
N|150141500|640|150
N|150313000|640|150
N|150659000|640|150
N|150830000|555|150
N|101502000|938|150
N|101175000|970|150
N|101348000|395|150
N|101520000|423|150
N|101607000|150|150
N|101693000|340|150
N|101865000|65|150
N|102038000|605|150
N|102215000|980|150
N|102383000|440|150
N|102551500|1145|150
N|102727000|770|150
N|102900000|1115|150
N|102986000|1190|150
N|103071500|1240|150
N|103245000|1278|150
N|103331500|1233|150
N|103417000|1158|150
N|103503000|1050|150
N|103589000|928|150
N|103761500|568|150
N|103933000|1105|150
N|104106000|448|150
S|104361500|735|150|104451500|735
N|104623000|470|150
N|104795000|930|150
N|104881500|1028|150
N|104967000|1128|150
N|105115000|350|150
N|105313000|818|150
N|105485000|738|150
N|105658000|288|150
N|105741500|363|150
N|105830000|460|150
N|106002000|638|150
N|106088000|528|150
N|106171500|453|150
N|106260000|428|150
N|106346000|458|150
N|106520000|823|150
N|106692000|293|150
N|106861500|858|150
N|107037000|795|150
N|107123000|905|150
N|107209000|985|150
N|107382000|878|150
N|107468000|765|150
N|107551500|658|150
N|107615000|565|150
N|107726000|495|150
N|107899000|138|150
N|108071500|553|150
N|108241500|78|150
N|108416000|728|150
N|108589000|1200|150
N|108761500|640|150
N|108847000|640|150
N|108933000|640|150
N|109451500|425|150
N|109623000|850|150
N|109795000|655|150
N|109969000|618|150
N|110141500|973|150
N|110313000|270|150
N|110657000|1025|150
N|111502000|95|150
N|111117000|423|150
N|111232000|175|150
N|111347000|388|150
N|111462000|255|150
N|111577000|353|150
N|111692000|318|150
N|111778000|308|150
N|111861500|298|150
N|112037000|143|150
N|112209000|335|150
N|112381500|525|150
N|112551500|110|150
N|112615000|55|150
N|112726000|3|150
N|112899000|563|150
N|112985000|670|150
N|113071500|780|150
N|113157000|888|150
N|113241500|998|150
N|113416000|753|150
N|113588000|805|150
N|113761500|1133|150
N|113933000|430|150
N|114019000|503|150
N|114105000|590|150
N|114278000|285|150
N|114361500|373|150
N|114450000|485|150
N|114536000|615|150
N|114623000|745|150
N|114795000|553|150
N|114968000|385|150
N|115115000|170|150
N|115313000|208|150
N|115399000|188|150
N|115485000|170|150
N|115657000|40|150
N|115743000|153|150
N|115829000|265|150
N|115915000|380|150
N|116002000|493|150
N|116171500|403|150
N|116347000|585|150
N|116519000|378|150
N|116693000|583|150
N|116779000|610|150
N|116865000|603|150
N|117037000|135|150
N|117123000|178|150
N|117209000|265|150
N|117295000|380|150
N|117381500|493|150
N|117551500|835|150
N|117726000|900|150
N|117899000|423|150
N|118071500|728|150
N|118157000|708|150
N|118243000|690|150
N|118416000|263|150
N|118502000|378|150
N|118588000|495|150
N|118675000|610|150
N|118761500|728|150
N|118933000|105|150
N|119106000|418|150
N|119278000|103|150
N|119450000|960|150
N|119536000|843|150
N|119623000|728|150
N|119795000|418|150
N|119968000|1178|150
N|120115000|835|150
N|120313000|940|150
N|120485000|470|150
N|120657000|1175|150
N|120829000|703|150
N|121502000|338|150
N|121175000|235|150
N|121347000|373|150
N|121519000|703|150
N|121692000|305|150
N|121861500|635|150
N|122037000|273|150
N|122209000|603|150
N|122295000|603|150
N|122381500|603|150
N|122551500|703|150
N|122726000|405|150
N|122813000|405|150
N|122899000|405|150
N|123071500|580|150
N|123157000|580|150
N|123241500|580|150
N|123416000|755|150
N|123502000|755|150
N|123588000|755|150
N|123761500|930|150
N|123847000|930|150
N|123933000|930|150
S|124106000|1105|150|124278000|1105
S|124450000|1280|150|124623000|1280
